Promt idx,Prompt,Actual Emotion,Predicted Emotion 1,Predicted Emotion 2,Predicted Emotion 3,Average Time 1,Average Time 2,Average Time 3,Accuracy Model 1,Accuracy Model 2,Accuracy Model 3,Gender,WAV File
29,What emotion do you think an expert would see in this video?,fru,An expert might see a sense of engagement or anticipation in the body language and facial expressions of both individuals.,"?
I think an expert would see a mix of emotions in this video. On the one hand, there is a sense of calm and tranquility that comes from being surrounded by nature. On the other hand, there is a sense of adventure and excitement that comes from exploring new places and experiencing different cultures. Overall, I think an expert would see a complex mix of emotions in this video.","As an expert, I would say that the woman in the video appears to be happy and smiling in both scenes.",0.109574291,0.182189488,0.021105833,0,0,0,F,Ses01F_impro01_F007
30,Describe the video,fru,"The video features a split-screen view with two individuals in separate frames. On the left, there's an individual seated against a plain wall wearing a sleeveless top and shorts, seemingly attentive or listening intently. On the right, another person is seen holding and reading from what appears to be a sheet of paper, suggesting they might be presenting or explaining something. The background on both sides is nondescript, likely indoor environments with neutral colors. There are no significant movements or changes throughout the sequence, indicating a static scene focused on these two individuals' interaction or presentation.","content. The video features a man speaking to the camera while standing in front of a microphone. He is wearing a suit and tie and appears to be delivering a speech or presentation. Throughout the video, the man continues to speak to the camera while standing in front of the microphone. There are no other people or objects visible in the video. The focus is solely on the man and his speech.","In the video, a man and a woman are sitting in a room. The woman is wearing a black shirt and has her legs crossed. The man is wearing a gray shirt and is holding a piece of paper. They are both sitting in chairs and there is a red light on the wall behind them. The woman is looking at the man while he reads from the paper.",0.157927237,0.1800672,0.058384377,0,0,0,F,Ses01F_impro01_F007
31,"What is the predominant emotion shown by the subject in this video segment? Please choose one of the following: adoration, amusement, anxiety, disgust, emphatic pain, fear, surprise",fru,The subject in this video segment predominantly shows an emotion of surprise.,", or sadness. Please select one of the following: adoration, amusement, anxiety, disgust, emphatic pain, fear, surprise, or sadness. Please select one of the following: adoration, amusement, anxiety, disgust, emphatic pain, fear, surprise, or sadness. Please select one of the following: adoration, amusement, anxiety, disgust, emphatic pain, fear, surprise, or sadness. Please select one of the following: adoration, amusement, anxiety, disgust",emphatic pain,0.121513664,0.194995851,0.013254039,0,0,0,F,Ses01F_impro01_F007
32,"You are an expert in recognising emotions, please specify the predominant emotion shown in this video segment. Choose from: 'neu' (neutral), 'fru' (frustration), 'sad' (sadness), 'sur' (surprise), 'ang' (anger), 'hap' (happiness), 'exc' (excitement), 'fea' (fear), 'dis' (disgust), 'oth' (other). Only generate the emotion, no other text.",fru,neu,"Please specify the predominant emotion shown in this video segment. Choose from: 'neu' (neutral), 'fru' (frustration),'sad' (sadness),'sur' (surprise), 'ang' (anger), 'hap' (happiness), 'exc' (excitement), 'fea' (fear), 'dis' (disgust), 'oth' (other). Only generate the emotion, no other text. The predominant emotion shown in",'neu',0.104857297,0.189402403,0.013824015,0,100,0,F,Ses01F_impro01_F007
1,What is the emotion in this video?,fru,The emotion in this video is one of engagement and focus.,"?
The emotion in this video appears to be one of joy and happiness. The woman in the video is smiling and laughing, and she seems to be having a good time. The man in the video is also smiling and laughing, and he seems to be enjoying himself as well. Overall, the video conveys a sense of happiness and enjoyment.",The video does not provide any information about the emotions of the people in the video.,0.124769786,0.147962701,0.032987662,0,0,0,F,Ses01F_impro01_F008
2,Please specify the predominant emotion shown in this video segment.,fru,The predominant emotion shown in this video segment is a combination of attentiveness and contemplation.,,"The predominant emotion shown in this video segment is one of relaxation and enjoyment, as the man is seen sitting in a chair and reading a book while the woman is sitting in a chair and reading a book.",0.122161897,0.168180455,0.047049068,0,0,0,F,Ses01F_impro01_F008
3,How does the character feel in this video?,fru,The character in the video appears to be feeling down or distressed.,"?
The character in the video appears to be very happy and content. She is smiling and laughing throughout the video, and she seems to be enjoying herself. Overall, the character seems to be very happy and content in this video.",The video does not provide any information about the character's emotions or feelings.,0.121853041,0.156725634,0.02987243,0,0,0,F,Ses01F_impro01_F008
4,What is the main emotion displayed in this clip?,fru,The main emotion displayed in this clip is one of engagement and focus.,"?
?
The main emotion displayed in this clip is happiness and joy. The woman in the clip is seen laughing and enjoying herself, which conveys a sense of happiness and joy. Additionally, the presence of a dog in the clip adds to the sense of happiness and joy, as dogs are often associated with positive emotions and companionship. Overall, the clip conveys a sense of happiness and joy through the woman's laughter and the presence of the dog.","The main emotion displayed in this clip is one of sadness or disappointment. The woman in the video appears to be crying, and the man is holding a piece of paper, which could suggest that he is reading something upsetting or disappointing.",0.13152013,0.225711441,0.061140312,0,0,50,F,Ses01F_impro01_F008
5,Can you describe the emotion expressed in this video?,fru,"The emotion expressed in this video is a mix of focus and engagement, with the person on the right being engrossed in reading or reviewing a document.","?
Yes, the video captures a range of emotions, including happiness, sadness, and surprise. The woman in the video is seen smiling and laughing, while another woman is seen crying. The man in the video is also seen smiling and laughing. Overall, the video captures a range of emotions that viewers can relate to.",The video does not provide enough information to determine the emotions expressed by the people in the video.,0.156101689,0.197884759,0.03303434,0,0,0,F,Ses01F_impro01_F008
6,What feelings are being portrayed in this video segment?,fru,The video segment portrays a sense of anticipation or reaction.,"?
The video segment portrays a range of emotions, including happiness, sadness, and surprise. The woman in the video appears to be happy and content, while the man in the video appears to be sad and disappointed. The woman's smile and laughter convey a sense of joy and happiness, while the man's frown and frustration convey a sense of sadness and disappointment. The surprise on the woman's face when she sees the man's reaction adds an element of surprise to the video. Overall, the video",The video does not provide any information about the emotions or feelings of the people in the scene.,0.12885996,0.234449517,0.035057889,0,100,0,F,Ses01F_impro01_F008
7,How is the person in the video emotionally reacting?,fru,The person in the video is shown to be emotionally reacting as indicated by their changing facial expressions and hand gestures.,"?
The person in the video appears to be happy and enjoying the experience of riding a horse. They are smiling and seem to be having a good time. The horse is also calm and well-behaved, which adds to the positive experience. Overall, the person in the video seems to be having a great time and enjoying the experience of horseback riding.",The video does not provide any information about the emotional state of the person in the video.,0.135101529,0.2008943,0.031959634,0,0,0,F,Ses01F_impro01_F008
8,What is the emotional tone of this video?,fru,The emotional tone of the video is one of anticipation and engagement.,"?
The emotional tone of this video is one of joy and celebration. The video captures a group of people coming together to celebrate a special occasion, and it conveys a sense of happiness and togetherness. The colors in the video are bright and vibrant, adding to the festive atmosphere. Overall, the video conveys a positive and uplifting message.",The video does not provide enough information to determine the emotional tone.,0.141765088,0.202564189,0.028821642,0,0,0,F,Ses01F_impro01_F008
9,What emotion is primarily displayed in this scene?,fru,The primary emotion displayed in this scene is one of focus and engagement.,"?
The primary emotion displayed in this scene is happiness. The man and woman are laughing and enjoying each other's company, which suggests that they are having a good time and enjoying each other's company. The woman's smile and laughter indicate that she is happy and enjoying herself, while the man's smile and laughter suggest that he is also happy and enjoying himself. Overall, the scene conveys a sense of joy and happiness between the two individuals.","In this scene, the primary emotion displayed is one of concern or worry. The woman is sitting in a chair, holding a piece of paper, and looking at the man who is also sitting in a chair and looking at her. The man's expression and body language suggest that he is concerned or worried about something, which is reflected in the woman's expression as well. The interaction between the two characters conveys a sense of tension or unease, which could be related to the content of the paper the woman is holding or the conversation they are having.",0.129298862,0.227481585,0.069262277,0,0,0,F,Ses01F_impro01_F008
10,How does the person in the video seem to be feeling?,fru,The person in the video appears to be feeling concerned or anxious.,"Based on their facial expressions and body language, they appear to be happy and content. They are smiling and laughing, and their posture is relaxed and comfortable. Overall, the person in the video seems to be enjoying themselves and having a good time.","It is difficult to determine the person's emotions based solely on their appearance in the video. However, the person appears to be calm and composed, with no visible signs of distress or discomfort.",0.137186764,0.164207412,0.04557959,0,0,0,F,Ses01F_impro01_F008
11,What is the emotional state of the character in this video?,fru,The character in this video appears to be in a state of distress or concern.,"?
The character in the video appears to be in a state of shock or disbelief. This can be inferred from their facial expressions and body language, which suggest a strong emotional response to the events unfolding in the video.","It is difficult to determine the emotional state of the character in this video as there is no clear indication of their emotions. However, the character appears to be focused on the task at hand, which is reading the paper.",0.128581733,0.190172845,0.043271039,0,0,0,F,Ses01F_impro01_F008
12,Can you identify the emotion shown in this video?,fru,The video does not show any emotion.,"?
The man in the video appears to be in a state of shock or disbelief. His facial expression and body language suggest that he is experiencing a strong emotional response to something he has seen or heard. It is possible that he is reacting to an unexpected event or piece of information that he was not prepared for. Overall, the video captures a moment of intense emotional experience for the man.",The video does not provide enough information to determine the emotions of the people in the video.,0.127859339,0.228759976,0.033282116,0,0,0,F,Ses01F_impro01_F008
13,What emotion is being conveyed by the person in this clip?,fru,The person in this clip appears to be conveying a sense of contemplation or concern.,"?
The person in the clip seems to be expressing a strong emotion, possibly anger or frustration, as they are yelling into the camera. It is difficult to determine the exact emotion being conveyed without more context, but it is clear that the person is expressing a strong emotion.",The person in the video appears to be displaying a sense of happiness or contentment.,0.106370756,0.200417928,0.034072043,0,100,0,F,Ses01F_impro01_F008
14,How would you describe the mood of this video?,fru,"The video has a calm and quiet mood, with no significant movement or changes in the environment.","It seems to be a lighthearted and humorous take on the challenges of being a woman in a male-dominated world. The women in the video appear to be enjoying themselves and having a good time, which adds to the overall positive and uplifting tone of the video. Overall, the video seems to be a fun and entertaining way to explore the experiences of women in a male-dominated world.",The video does not provide enough information to determine the mood of the scene.,0.127994642,0.233055681,0.032530393,0,0,0,F,Ses01F_impro01_F008
15,What is the dominant emotion in this video?,fru,The dominant emotion in this video is calmness.,"?
The dominant emotion in this video is a sense of calm and tranquility. The video captures the beauty of nature and the peacefulness that can be found in it. The man in the video seems to be enjoying the moment and appreciating the natural beauty around him. Overall, the video conveys a sense of peace and tranquility.",It is difficult to determine the dominant emotion in this video as the people in the video do not show any strong emotional reactions.,0.130337,0.214879228,0.04733626,0,0,0,F,Ses01F_impro01_F008
16,What emotions are noticeable in this video?,fru,The woman's emotions are noticeable as she appears to be in a state of contemplation or distress.,"?
The video captures a range of emotions, including happiness, sadness, and surprise. The woman in the video appears to be happy and content, while the man in the video seems to be sad and disappointed. The little girl in the video also appears to be happy and content. Overall, the video captures a range of emotions, including happiness, sadness, and surprise.",The video does not provide any information about the emotions of the people in the video.,0.112436777,0.227475503,0.033904342,0,0,0,F,Ses01F_impro01_F008
17,What is the emotional expression of the person in the video?,fru,"The person in the video exhibits a range of emotions, including contemplation and engagement.","?
The person in the video appears to be very happy and content, as they are smiling and laughing throughout the video. They seem to be enjoying themselves and having a good time. Overall, the person in the video appears to be very happy and content, as they are smiling and laughing throughout the video. They seem to be enjoying themselves and having a good time. Overall, the person in the video appears to be very happy and content, as they are smiling and laughing throughout the video. They seem",The video does not provide enough information to determine the emotional expression of the person in the video.,0.110556182,0.219919214,0.034495231,0,0,0,F,Ses01F_impro01_F008
18,Which emotion is the person in this video exhibiting?,fru,"The person in this video is exhibiting a mix of emotions, including concentration and possibly stress or confusion.","?
The person in the video appears to be experiencing a range of emotions, including happiness, sadness, and frustration. It is difficult to pinpoint a specific emotion without more context, but the person's facial expressions and body language suggest that they are experiencing a mix of emotions.",The person in the video is exhibiting a neutral emotion.,0.131802773,0.18560116,0.02698536,0,100,0,F,Ses01F_impro01_F008
19,What does the person in the video seem to be feeling emotionally?,fru,"The person in the video appears to be experiencing a range of emotions, possibly frustration or contemplation.","?
The person in the video appears to be feeling happy and content, as they are smiling and laughing throughout the video. They seem to be enjoying themselves and having a good time. Overall, the person in the video seems to be in a positive emotional state.","It is difficult to determine the emotional state of the person in the video as they are not expressing any clear emotions. However, they appear to be focused on the book they are reading.",0.112184454,0.189861361,0.04055113,50,0,0,F,Ses01F_impro01_F008
20,What is the mood of the person in this video?,fru,"The person in this video appears to be focused and engaged, possibly indicating a mood of concentration or contemplation.","positive or negative?
The person in the video appears to be in a positive mood, as they are smiling and laughing throughout the video. They seem to be enjoying themselves and having a good time. Overall, the mood of the person in this video is positive.","It is difficult to determine the mood of the person in the video as there is no clear indication of their emotions. However, they appear to be focused on the book they are reading.",0.09274517,0.214792117,0.0424862,0,0,0,F,Ses01F_impro01_F008
21,What kind of emotion does the person in the video exhibit?,fru,The person in the video exhibits an emotion of concern or worry.,"?
The person in the video exhibits a range of emotions, including happiness, sadness, and frustration. At one point, the person is seen laughing and smiling, while at another point, they are seen crying and expressing frustration. Overall, the person in the video appears to be experiencing a mix of emotions throughout the video.",The video does not provide any information about the emotions of the people in the video.,0.089837147,0.19390968,0.031189239,0,100,0,F,Ses01F_impro01_F008
22,How would you summarize the emotion in this video?,fru,"The video portrays a sense of anticipation and engagement, as the person on the right reads from a paper.","?
The video captures a range of emotions, from joy and excitement to sadness and frustration. The man in the video appears to be experiencing a mix of emotions throughout the video. Overall, the video portrays a range of emotions that viewers can relate to in their own lives.",The video does not provide enough information to determine the emotions of the people in the video.,0.09339606,0.182546141,0.034542756,0,100,0,F,Ses01F_impro01_F008
23,What does the body language and facial expression convey emotionally in this video?,fru,The body language and facial expression of the woman suggest a state of attentiveness or concern.,"?
The body language and facial expression of the woman in the video convey a sense of calmness and tranquility. She appears to be at peace with herself and the world around her. Her smile and relaxed posture suggest that she is enjoying the moment and feeling content. Overall, the video conveys a sense of peace and tranquility.","The body language and facial expression of the woman in the video convey a sense of frustration and annoyance. She appears to be visibly upset and is seen holding her phone in a way that suggests she is either texting or browsing through something on her phone. The man, on the other hand, appears to be more relaxed and is seen holding a piece of paper in his hand.",0.086781485,0.182540225,0.104410809,0,0,50,F,Ses01F_impro01_F008
24,Can you identify the emotional message in this video?,fru,The video appears to convey a sense of engagement or interaction between the two individuals.,"?
The video aims to evoke a sense of empathy and compassion in the viewer. It highlights the importance of treating all individuals with kindness and respect, regardless of their background or circumstances. The emotional message of the video is to inspire viewers to make a positive impact in the world by treating others with kindness and compassion.",The video does not provide enough information to determine the emotional message.,0.097114194,0.189473283,0.029512202,0,0,0,F,Ses01F_impro01_F008
25,What emotion is the person on the left feeling?,fru,"The person on the left appears to be experiencing a range of emotions, including surprise and confusion.","?
The person on the left seems to be feeling a sense of calm and contentment. They are smiling and appear to be enjoying the moment. It's possible that they are feeling a sense of peace or tranquility, as they seem to be at ease in their surroundings. Overall, the person on the left seems to be in a good mood and enjoying the company of the person on the right.",The person on the left is feeling happy.,0.092172699,0.230289875,0.02622864,0,0,0,F,Ses01F_impro01_F008
26,"Please specify the predominant emotion shown in this video segment. Choose from: 'neu' (neutral), 'fru' (frustration), 'sad' (sadness), 'sur' (surprise), 'ang' (anger), 'hap' (happiness), 'exc' (excitement), 'fea' (fear), 'dis' (disgust), 'oth' (other). Only generate the emotion, no other text.",fru,neu,,'neu' (neutral),0.077156793,0.243350653,0.024062803,0,0,0,F,Ses01F_impro01_F008
27,"You are an expert in recognising emotions, what emotions are present here?",fru,"The emotions present in the video are focused and attentive, as seen through the woman's posture and engagement with her phone. The man appears to be reading or studying intently.","?
The person in the video appears to be experiencing a range of emotions, including happiness, sadness, and frustration. They are seen laughing and smiling at times, but also crying and expressing frustration at others. It's important to note that interpreting emotions from a video can be subjective and may not accurately reflect the person's true feelings.","As an expert in recognising emotions, I can see that the woman in the video is feeling angry, while the man is feeling happy.",0.13262558,0.202151246,0.107359372,0,100,50,F,Ses01F_impro01_F008
28,Give a score for the emotion most present in this video,fru,"The video does not provide a clear indication of the emotion most present, as both individuals are engaged in activities that do not distinctly convey emotional states. The woman's focused demeanor and the man's concentration on reading suggest attentiveness rather than overt emotional expression. Without more context or dynamic movement, it is challenging to assign an accurate score for the emotion most present.",".
The emotion that is most present in this video is happiness. The man in the video is smiling and laughing, and his body language is relaxed and open. He seems to be enjoying himself and having a good time. Overall, the video conveys a sense of joy and positivity.",The emotion most present in this video is boredom. The woman and the man are both sitting in chairs and appear to be bored.,0.165306941,0.211832002,0.029591134,0,0,0,F,Ses01F_impro01_F008
29,What emotion do you think an expert would see in this video?,fru,An expert might interpret the emotions of the individuals in this video as either professional engagement or disengagement.,"?
I think an expert would see a mix of emotions in this video. On the one hand, there is a sense of calm and tranquility that comes from being surrounded by nature. On the other hand, there is a sense of adventure and excitement that comes from exploring new places and experiencing different cultures. Overall, I think an expert would see a complex mix of emotions in this video.","As an expert, I would say that the woman in the video appears to be angry.",0.093471671,0.207762424,0.047425995,0,0,0,F,Ses01F_impro01_F008
30,Describe the video,fru,"The video depicts a sequence of interactions between two individuals in different settings. The first individual is seated, wearing a dark top with a lighter-colored garment underneath and light-colored pants, exhibiting various gestures such as leaning forward, crossing arms, and holding what appears to be a tablet or notebook. The second individual is standing and dressed in casual attire, engaging with the seated person by gesturing towards them while holding papers, suggesting an exchange of information or discussion. The environment remains consistent throughout, indicating a continuous conversation within the same space.","content. The video features a man speaking to the camera while standing in front of a microphone. He is wearing a suit and tie and appears to be delivering a speech or presentation. Throughout the video, the man continues to speak to the camera while standing in front of the microphone. There are no other people or objects visible in the video. The focus is solely on the man and his speech.","In the video, a man and a woman are sitting in separate rooms. The man is wearing a gray shirt and holding a piece of paper. The woman is wearing a black shirt and has a black headband. They are both looking at the paper and seem to be engaged in a serious conversation. The man is speaking while the woman listens attentively. The room they are in is well-lit, and there are no other people or objects visible in the frame.",0.165253459,0.221992433,0.07310272,0,0,0,F,Ses01F_impro01_F008
31,"What is the predominant emotion shown by the subject in this video segment? Please choose one of the following: adoration, amusement, anxiety, disgust, emphatic pain, fear, surprise",fru,The predominant emotion shown by the subject in this video segment is anxiety.,", or sadness. Please select one of the following: adoration, amusement, anxiety, disgust, emphatic pain, fear, surprise, or sadness. Please select one of the following: adoration, amusement, anxiety, disgust, emphatic pain, fear, surprise, or sadness. Please select one of the following: adoration, amusement, anxiety, disgust, emphatic pain, fear, surprise, or sadness. Please select one of the following: adoration, amusement, anxiety, disgust",emphatic pain,0.093594287,0.215210347,0.030725248,0,0,0,F,Ses01F_impro01_F008
32,"You are an expert in recognising emotions, please specify the predominant emotion shown in this video segment. Choose from: 'neu' (neutral), 'fru' (frustration), 'sad' (sadness), 'sur' (surprise), 'ang' (anger), 'hap' (happiness), 'exc' (excitement), 'fea' (fear), 'dis' (disgust), 'oth' (other). Only generate the emotion, no other text.",fru,neu,"Please specify the predominant emotion shown in this video segment. Choose from: 'neu' (neutral), 'fru' (frustration),'sad' (sadness),'sur' (surprise), 'ang' (anger), 'hap' (happiness), 'exc' (excitement), 'fea' (fear), 'dis' (disgust), 'oth' (other). Only generate the emotion, no other text. The predominant emotion shown in",'neu',0.078600761,0.24926501,0.019998163,0,100,0,F,Ses01F_impro01_F008
1,What is the emotion in this video?,fru,"The emotion in the video is not explicitly mentioned, but it can be inferred from the body language and facial expressions of the individuals.","?
The emotion in this video appears to be one of joy and happiness. The woman in the video is smiling and laughing, and she seems to be having a good time. The man in the video is also smiling and laughing, and he seems to be enjoying himself as well. Overall, the video conveys a sense of happiness and enjoyment.",The video does not provide any information about the emotions of the people in the video.,0.119323247,0.042272832,0.016034852,0,0,0,F,Ses01F_impro01_F009
2,Please specify the predominant emotion shown in this video segment.,fru,The predominant emotion shown in this video segment is one of contemplation or concern.,,"The predominant emotion shown in this video segment is one of relaxation and leisure, as the man is seen sitting in a chair with his arms crossed, and the woman is sitting in a chair with her arms crossed.",0.118695015,0.079091578,0.023307901,0,0,0,F,Ses01F_impro01_F009
3,How does the character feel in this video?,fru,The character appears to be feeling distressed or upset.,"?
The character in the video appears to be very happy and content. She is smiling and laughing throughout the video, and she seems to be enjoying herself. Overall, the character seems to be very happy and content in this video.",The video does not provide any information about the character's emotions or feelings.,0.113402851,0.035445172,0.015400159,0,0,0,F,Ses01F_impro01_F009
4,What is the main emotion displayed in this clip?,fru,The main emotion displayed in this clip is concern or worry.,"?
?
The main emotion displayed in this clip is happiness and joy. The woman in the clip is seen laughing and enjoying herself, which conveys a sense of happiness and joy. Additionally, the presence of a dog in the clip adds to the sense of happiness and joy, as dogs are often associated with positive emotions and companionship. Overall, the clip conveys a sense of happiness and joy through the woman's laughter and the presence of the dog.","The main emotion displayed in this clip is frustration. The woman in the first scene is visibly frustrated, and the man in the second scene is also displaying signs of frustration.",0.108217578,0.049803871,0.024918741,0,0,50,F,Ses01F_impro01_F009
5,Can you describe the emotion expressed in this video?,fru,The video shows a woman with an expression of distress or concern and a man who appears to be in the midst of explaining something.,"?
Yes, the video captures a range of emotions, including happiness, sadness, and surprise. The woman in the video is seen smiling and laughing, while another woman is seen crying. The man in the video is also seen smiling and laughing. Overall, the video captures a range of emotions that viewers can relate to.",The video does not provide enough information to determine the emotions expressed by the people in the video.,0.115545762,0.040375483,0.016538788,0,0,0,F,Ses01F_impro01_F009
6,What feelings are being portrayed in this video segment?,fru,"The video segment portrays a range of emotions, including frustration and contemplation.","?
The video segment portrays a range of emotions, including happiness, sadness, and surprise. The woman in the video appears to be happy and content, while the man in the video appears to be sad and disappointed. The woman's smile and laughter convey a sense of joy and happiness, while the man's frown and frustration convey a sense of sadness and disappointment. The surprise on the woman's face when she sees the man's reaction adds an element of surprise to the video. Overall, the video",The video does not provide any information about the emotions or feelings of the people in the scene.,0.111179409,0.051201505,0.016529436,50,100,0,F,Ses01F_impro01_F009
7,How is the person in the video emotionally reacting?,fru,"The person in the video is displaying a range of emotional reactions, including surprise and contemplation.","?
The person in the video appears to be happy and enjoying the experience of riding a horse. They are smiling and seem to be having a good time. The horse is also calm and well-behaved, which adds to the positive experience. Overall, the person in the video seems to be having a great time and enjoying the experience of horseback riding.",The video does not provide any information about the emotional state of the person in the video.,0.110249585,0.045265918,0.016149824,0,0,0,F,Ses01F_impro01_F009
8,What is the emotional tone of this video?,fru,The emotional tone of this video is one of tension and discomfort.,"?
The emotional tone of this video is one of joy and celebration. The video captures a group of people coming together to celebrate a special occasion, and it conveys a sense of happiness and togetherness. The colors in the video are bright and vibrant, adding to the festive atmosphere. Overall, the video conveys a positive and uplifting message.",The video does not provide enough information to determine the emotional tone.,0.110233708,0.042237813,0.014366709,0,0,0,F,Ses01F_impro01_F009
9,What emotion is primarily displayed in this scene?,fru,The primary emotion displayed in this scene is sadness or distress.,"?
The primary emotion displayed in this scene is happiness. The man and woman are laughing and enjoying each other's company, which suggests that they are having a good time and enjoying each other's company. The woman's smile and laughter indicate that she is happy and enjoying herself, while the man's smile and laughter suggest that he is also happy and enjoying himself. Overall, the scene conveys a sense of joy and happiness between the two individuals.","In this scene, the primary emotion displayed is frustration. The woman is visibly upset and appears to be yelling at the man, while the man is looking down at his hands, possibly indicating that he is feeling guilty or remorseful. The woman's body language and facial expression suggest that she is expressing her anger or dissatisfaction towards the man.",0.107167585,0.047236138,0.039986295,0,0,50,F,Ses01F_impro01_F009
10,How does the person in the video seem to be feeling?,fru,The person in the video appears to be feeling stressed or anxious.,"Based on their facial expressions and body language, they appear to be happy and content. They are smiling and laughing, and their posture is relaxed and comfortable. Overall, the person in the video seems to be enjoying themselves and having a good time.","It is difficult to determine the person's emotions based solely on their physical appearance. However, the person appears to be calm and relaxed, with no visible signs of distress or discomfort.",0.113004374,0.03362286,0.024231648,0,0,0,F,Ses01F_impro01_F009
11,What is the emotional state of the character in this video?,fru,The character in the video appears to be distressed or troubled.,"?
The character in the video appears to be in a state of shock or disbelief. This can be inferred from their facial expressions and body language, which suggest a strong emotional response to the events unfolding in the video.","It is difficult to determine the emotional state of the character in this video as there is no clear indication of their emotions. However, the character appears to be focused on their phone and is not interacting with anyone else in the scene.",0.113764234,0.03170133,0.026255219,0,0,0,F,Ses01F_impro01_F009
12,Can you identify the emotion shown in this video?,fru,"The video shows a woman sitting in a chair with her hands clasped, displaying an expression of concern or anxiety.","?
The man in the video appears to be in a state of shock or disbelief. His facial expression and body language suggest that he is experiencing a strong emotional response to something he has seen or heard. It is possible that he is reacting to an unexpected event or piece of information that he was not prepared for. Overall, the video captures a moment of intense emotional experience for the man.",The video does not provide enough information to determine the emotions of the people in the video.,0.116982982,0.05504809,0.016186206,0,0,0,F,Ses01F_impro01_F009
13,What emotion is being conveyed by the person in this clip?,fru,"The person in the clip is displaying a range of emotions, including confusion and contemplation.","?
The person in the clip seems to be expressing a strong emotion, possibly anger or frustration, as they are yelling into the camera. It is difficult to determine the exact emotion being conveyed without more context, but it is clear that the person is expressing a strong emotion.",The person in the clip appears to be feeling bored or disinterested.,0.117239436,0.040144638,0.025689315,0,100,0,F,Ses01F_impro01_F009
14,How would you describe the mood of this video?,fru,The video has a casual and possibly instructional or demonstrative mood.,"It seems to be a lighthearted and humorous take on the challenges of being a woman in a male-dominated world. The women in the video appear to be enjoying themselves and having a good time, which adds to the overall positive and uplifting tone of the video. Overall, the video seems to be a fun and entertaining way to explore the experiences of women in a male-dominated world.",The video does not provide enough information to determine the mood of the scene.,0.116046599,0.049024682,0.015079789,0,0,0,F,Ses01F_impro01_F009
15,What is the dominant emotion in this video?,fru,The dominant emotion in this video is tension or discomfort.,"?
The dominant emotion in this video is a sense of calm and tranquility. The video captures the beauty of nature and the peacefulness that can be found in it. The man in the video seems to be enjoying the moment and appreciating the natural beauty around him. Overall, the video conveys a sense of peace and tranquility.",It is difficult to determine the dominant emotion in this video as the people in the video do not show any clear emotional expressions.,0.108075763,0.044296277,0.021236502,0,0,0,F,Ses01F_impro01_F009
16,What emotions are noticeable in this video?,fru,The emotions of distress and concern are noticeable in the video.,"?
The video captures a range of emotions, including happiness, sadness, and surprise. The woman in the video appears to be happy and content, while the man in the video seems to be sad and disappointed. The little girl in the video also appears to be happy and content. Overall, the video captures a range of emotions, including happiness, sadness, and surprise.",The video does not provide any information about the emotions of the people in the video.,0.102659661,0.046389716,0.015834098,0,0,0,F,Ses01F_impro01_F009
17,What is the emotional expression of the person in the video?,fru,"The person in the video exhibits a range of emotional expressions, from surprise to contemplation.","?
The person in the video appears to be very happy and content, as they are smiling and laughing throughout the video. They seem to be enjoying themselves and having a good time. Overall, the person in the video appears to be very happy and content, as they are smiling and laughing throughout the video. They seem to be enjoying themselves and having a good time. Overall, the person in the video appears to be very happy and content, as they are smiling and laughing throughout the video. They seem",The video does not provide any information about the emotional expression of the person in the video.,0.106606001,0.05544717,0.016158643,0,0,0,F,Ses01F_impro01_F009
18,Which emotion is the person in this video exhibiting?,fru,"The person in this video is exhibiting a range of emotions, including distress and contemplation.","?
The person in the video appears to be experiencing a range of emotions, including happiness, sadness, and frustration. It is difficult to pinpoint a specific emotion without more context, but the person's facial expressions and body language suggest that they are experiencing a mix of emotions.",The person in the video is exhibiting a neutral emotion.,0.117032725,0.041207011,0.014044021,0,100,0,F,Ses01F_impro01_F009
19,What does the person in the video seem to be feeling emotionally?,fru,The person in the video appears to be feeling emotionally distressed.,"?
The person in the video appears to be feeling happy and content, as they are smiling and laughing throughout the video. They seem to be enjoying themselves and having a good time. Overall, the person in the video seems to be in a positive emotional state.","It is difficult to determine the emotional state of the person in the video as they are not expressing any clear emotions. However, they appear to be focused on their phone and are not interacting with anyone else in the scene.",0.079080379,0.039441109,0.024928123,0,0,0,F,Ses01F_impro01_F009
20,What is the mood of the person in this video?,fru,The person in the video appears to be in a contemplative or possibly anxious state.,"positive or negative?
The person in the video appears to be in a positive mood, as they are smiling and laughing throughout the video. They seem to be enjoying themselves and having a good time. Overall, the mood of the person in this video is positive.","It is difficult to determine the mood of the person in the video as there is no clear indication of their emotions. However, they appear to be focused on their phone and are not interacting with anyone else in the scene.",0.080930662,0.039332745,0.02467589,0,0,0,F,Ses01F_impro01_F009
21,What kind of emotion does the person in the video exhibit?,fru,The person in the video exhibits an emotion of distress or concern.,"?
The person in the video exhibits a range of emotions, including happiness, sadness, and frustration. At one point, the person is seen laughing and smiling, while at another point, they are seen crying and expressing frustration. Overall, the person in the video appears to be experiencing a mix of emotions throughout the video.",The video does not provide any information about the emotions of the people in the video.,0.079112645,0.042984478,0.015860355,0,100,0,F,Ses01F_impro01_F009
