True Emotion,Predicted Emotion,Time Taken (s),Average Time(s),Count,Gender,Model Name,WAV File,Accuracy,,,,,,
xxx,sad,4.826333046,0.015469016,312,M,VideoLLaMA2-7B,Ses01M_script03_1_M005,0,,,,,,
xxx,fru,9.007834196,0.128683346,70,M,MiniCPM-V-2_6,Ses01M_script03_1_M006,0,,,,,,
xxx,"hap
",14.2188406,0.203126294,70,M,sharegpt4video-8b,Ses01M_script03_1_M006,0,,,,,,
xxx,sad,1.145295382,0.016361363,70,M,VideoLLaMA2-7B,Ses01M_script03_1_M006,0,,,,,,
xxx,neu,5.84513545,0.119288479,49,M,MiniCPM-V-2_6,Ses01M_script03_1_M007,0,,,,,,
xxx,"hap
",10.76204896,0.219633652,49,M,sharegpt4video-8b,Ses01M_script03_1_M007,0,,,,,,
xxx,hap,0.903820753,0.018445321,49,M,VideoLLaMA2-7B,Ses01M_script03_1_M007,0,,,,,,
xxx,neu,4.873405695,0.131713667,37,M,MiniCPM-V-2_6,Ses01M_script03_1_M008,0,,,,,,
xxx,"hap
",8.612633705,0.232773884,37,M,sharegpt4video-8b,Ses01M_script03_1_M008,0,,,,,,
xxx,sad,0.884081841,0.023894104,37,M,VideoLLaMA2-7B,Ses01M_script03_1_M008,0,,,,,,
xxx,neu,11.71200275,0.130133364,90,M,MiniCPM-V-2_6,Ses01M_script03_1_M009,0,,,,,,
xxx,"hap
",19.84214926,0.220468325,90,M,sharegpt4video-8b,Ses01M_script03_1_M009,0,,,,,,
xxx,sad,1.453584671,0.016150941,90,M,VideoLLaMA2-7B,Ses01M_script03_1_M009,0,,,,,,
hap,fru,8.89474988,0.115516232,77,M,MiniCPM-V-2_6,Ses01M_script03_1_M010,0,,,,,,
hap,"hap
",15.57816839,0.202313875,77,M,sharegpt4video-8b,Ses01M_script03_1_M010,0,,,,,,
hap,sad,1.291369438,0.016771032,77,M,VideoLLaMA2-7B,Ses01M_script03_1_M010,0,,,,,,
hap,neu,5.394688606,0.131577771,41,M,MiniCPM-V-2_6,Ses01M_script03_1_M011,0,,,,,,
hap,"hap
",8.978526592,0.218988453,41,M,sharegpt4video-8b,Ses01M_script03_1_M011,0,,,,,,
hap,neu,0.846538782,0.020647287,41,M,VideoLLaMA2-7B,Ses01M_script03_1_M011,0,,,,,,
hap,neu,7.022144318,0.127675351,55,M,MiniCPM-V-2_6,Ses01M_script03_1_M012,0,,,,,,
hap,"hap
",11.84818435,0.215421534,55,M,sharegpt4video-8b,Ses01M_script03_1_M012,0,,,,,,
hap,sad,0.901890039,0.016398001,55,M,VideoLLaMA2-7B,Ses01M_script03_1_M012,0,,,,,,
hap,hap,21.52090526,0.125853247,171,M,MiniCPM-V-2_6,Ses01M_script03_1_M013,1,,,,,,
hap,"hap
",33.58727837,0.196416833,171,M,sharegpt4video-8b,Ses01M_script03_1_M013,0,,,,,,
hap,neu,2.720469952,0.015909181,171,M,VideoLLaMA2-7B,Ses01M_script03_1_M013,0,,,,,,
sad,fru,9.140673161,0.128741876,71,M,MiniCPM-V-2_6,Ses01M_script03_1_M014,0,,,,,,
sad,"hap
",15.99100137,0.225225371,71,M,sharegpt4video-8b,Ses01M_script03_1_M014,0,,,,,,
sad,sad,1.205286741,0.01697587,71,M,VideoLLaMA2-7B,Ses01M_script03_1_M014,1,,,,,,
xxx,hap,13.91211438,0.120974908,115,M,MiniCPM-V-2_6,Ses01M_script03_1_M015,0,,,,,,
xxx,"hap
",22.83739662,0.198586058,115,M,sharegpt4video-8b,Ses01M_script03_1_M015,0,,,,,,
xxx,hap,1.818648338,0.015814333,115,M,VideoLLaMA2-7B,Ses01M_script03_1_M015,0,,,,,,
hap,neu,22.85903811,0.124912777,183,M,MiniCPM-V-2_6,Ses01M_script03_1_M016,0,,,,,,
hap,"hap
",34.40679026,0.188015247,183,M,sharegpt4video-8b,Ses01M_script03_1_M016,0,,,,,,
hap,sad,2.631609917,0.014380382,183,M,VideoLLaMA2-7B,Ses01M_script03_1_M016,0,,,,,,
hap,hap,14.31314921,0.127795975,112,M,MiniCPM-V-2_6,Ses01M_script03_1_M017,1,,,,,,
hap,"hap
",23.54907203,0.210259572,112,M,sharegpt4video-8b,Ses01M_script03_1_M017,0,,,,,,
hap,neu,1.777916431,0.015874254,112,M,VideoLLaMA2-7B,Ses01M_script03_1_M017,0,,,,,,
xxx,ang,20.4275372,0.122320582,167,M,MiniCPM-V-2_6,Ses01M_script03_1_M018,0,,,,,,
xxx,"hap
",32.61728692,0.195313095,167,M,sharegpt4video-8b,Ses01M_script03_1_M018,0,,,,,,
xxx,neu,2.715080023,0.016257964,167,M,VideoLLaMA2-7B,Ses01M_script03_1_M018,0,,,,,,
hap,neu,24.90077758,0.130370563,191,M,MiniCPM-V-2_6,Ses01M_script03_1_M019,0,,,,,,
hap,"hap
",36.48806238,0.191036976,191,M,sharegpt4video-8b,Ses01M_script03_1_M019,0,,,,,,
hap,neu,2.579696655,0.013506265,191,M,VideoLLaMA2-7B,Ses01M_script03_1_M019,0,,,,,,
xxx,hap,4.390858412,0.125453097,35,M,MiniCPM-V-2_6,Ses01M_script03_1_M020,0,,,,,,
xxx,"hap
",7.860215664,0.22457759,35,M,sharegpt4video-8b,Ses01M_script03_1_M020,0,,,,,,
xxx,hap,0.908155441,0.025947298,35,M,VideoLLaMA2-7B,Ses01M_script03_1_M020,0,,,,,,
hap,sur,10.46988916,0.126143243,83,M,MiniCPM-V-2_6,Ses01M_script03_1_M021,0,,,,,,
hap,"hap
",17.34009862,0.208916851,83,M,sharegpt4video-8b,Ses01M_script03_1_M021,0,,,,,,
hap,hap,1.509754181,0.018189809,83,M,VideoLLaMA2-7B,Ses01M_script03_1_M021,1,,,,,,
hap,fru,10.15711141,0.130219377,78,M,MiniCPM-V-2_6,Ses01M_script03_1_M022,0,,,,,,
hap,"hap
",17.41121364,0.223220688,78,M,sharegpt4video-8b,Ses01M_script03_1_M022,0,,,,,,
hap,hap,1.621740818,0.020791549,78,M,VideoLLaMA2-7B,Ses01M_script03_1_M022,1,,,,,,
xxx,neu,21.6896224,0.126839897,171,M,MiniCPM-V-2_6,Ses01M_script03_1_M023,0,,,,,,
xxx,"hap
",33.66542935,0.196873856,171,M,sharegpt4video-8b,Ses01M_script03_1_M023,0,,,,,,
xxx,neu,2.718365908,0.015896877,171,M,VideoLLaMA2-7B,Ses01M_script03_1_M023,0,,,,,,
xxx,hap,13.02271676,0.124025874,105,M,MiniCPM-V-2_6,Ses01M_script03_1_M024,0,,,,,,
xxx,"hap
",22.36745405,0.213023372,105,M,sharegpt4video-8b,Ses01M_script03_1_M024,0,,,,,,
xxx,hap,1.812986374,0.017266537,105,M,VideoLLaMA2-7B,Ses01M_script03_1_M024,0,,,,,,
xxx,neu,12.1389246,0.114518157,106,M,MiniCPM-V-2_6,Ses01M_script03_1_M025,0,,,,,,
xxx,"hap
",22.41685724,0.211479785,106,M,sharegpt4video-8b,Ses01M_script03_1_M025,0,,,,,,
xxx,hap,1.819830418,0.017168211,106,M,VideoLLaMA2-7B,Ses01M_script03_1_M025,0,,,,,,
xxx,neu,31.02523732,0.129271822,240,M,MiniCPM-V-2_6,Ses01M_script03_1_M026,0,,,,,,
xxx,"hap
",48.63381624,0.202640901,240,M,sharegpt4video-8b,Ses01M_script03_1_M026,0,,,,,,
xxx,hap,3.613427401,0.015055948,240,M,VideoLLaMA2-7B,Ses01M_script03_1_M026,0,,,,,,
xxx,neu,14.10917449,0.129441968,109,M,MiniCPM-V-2_6,Ses01M_script03_1_M027,0,,,,,,
xxx,"hap
",21.85206246,0.200477637,109,M,sharegpt4video-8b,Ses01M_script03_1_M027,0,,,,,,
xxx,neu,1.724463224,0.015820764,109,M,VideoLLaMA2-7B,Ses01M_script03_1_M027,0,,,,,,
exc,neu,53.34324551,0.124054059,430,M,MiniCPM-V-2_6,Ses01M_script03_1_M028,0,,,,,,
exc,"hap
",86.59306598,0.201379223,430,M,sharegpt4video-8b,Ses01M_script03_1_M028,0,,,,,,
exc,neu,6.124261379,0.014242468,430,M,VideoLLaMA2-7B,Ses01M_script03_1_M028,0,,,,,,
exc,neu,13.16779923,0.129096071,102,M,MiniCPM-V-2_6,Ses01M_script03_1_M029,0,,,,,,
exc,"hap
",21.89583325,0.214665032,102,M,sharegpt4video-8b,Ses01M_script03_1_M029,0,,,,,,
exc,neu,1.905438423,0.018680769,102,M,VideoLLaMA2-7B,Ses01M_script03_1_M029,0,,,,,,
hap,hap,12.95245862,0.118829896,109,M,MiniCPM-V-2_6,Ses01M_script03_1_M030,1,,,,,,
hap,"hap
",21.35965633,0.19596015,109,M,sharegpt4video-8b,Ses01M_script03_1_M030,0,,,,,,
hap,hap,1.839751959,0.016878458,109,M,VideoLLaMA2-7B,Ses01M_script03_1_M030,1,,,,,,
hap,neu,35.46495295,0.132331914,268,M,MiniCPM-V-2_6,Ses01M_script03_1_M031,0,,,,,,
hap,"hap
",52.73250031,0.196763061,268,M,sharegpt4video-8b,Ses01M_script03_1_M031,0,,,,,,
hap,neu,4.003210545,0.014937353,268,M,VideoLLaMA2-7B,Ses01M_script03_1_M031,0,,,,,,
xxx,hap,29.92999673,0.125756289,238,M,MiniCPM-V-2_6,Ses01M_script03_1_M032,0,,,,,,
xxx,"hap
",45.80793977,0.192470335,238,M,sharegpt4video-8b,Ses01M_script03_1_M032,0,,,,,,
xxx,neu,3.676477194,0.015447383,238,M,VideoLLaMA2-7B,Ses01M_script03_1_M032,0,,,,,,
hap,fru,12.94004917,0.129400492,100,M,MiniCPM-V-2_6,Ses01M_script03_1_M033,0,,,,,,
hap,"hap
",21.33715749,0.213371575,100,M,sharegpt4video-8b,Ses01M_script03_1_M033,0,,,,,,
hap,sad,1.740384102,0.017403841,100,M,VideoLLaMA2-7B,Ses01M_script03_1_M033,0,,,,,,
xxx,fru,17.5472827,0.11936927,147,M,MiniCPM-V-2_6,Ses01M_script03_1_M034,0,,,,,,
xxx,"hap
",31.49904704,0.214279232,147,M,sharegpt4video-8b,Ses01M_script03_1_M034,0,,,,,,
xxx,hap,2.454528809,0.016697475,147,M,VideoLLaMA2-7B,Ses01M_script03_1_M034,0,,,,,,
xxx,sur,9.997275591,0.126547792,79,M,MiniCPM-V-2_6,Ses01M_script03_1_M035,0,,,,,,
xxx,"hap
",17.39412737,0.220178827,79,M,sharegpt4video-8b,Ses01M_script03_1_M035,0,,,,,,
xxx,neu,1.303515673,0.016500198,79,M,VideoLLaMA2-7B,Ses01M_script03_1_M035,0,,,,,,
xxx,neu,12.9443655,0.114551907,113,M,MiniCPM-V-2_6,Ses01M_script03_1_M036,0,,,,,,
xxx,"hap
",23.33748102,0.206526381,113,M,sharegpt4video-8b,Ses01M_script03_1_M036,0,,,,,,
xxx,sad,1.79437995,0.015879469,113,M,VideoLLaMA2-7B,Ses01M_script03_1_M036,0,,,,,,
exc,neu,35.84171224,0.12709827,282,M,MiniCPM-V-2_6,Ses01M_script03_1_M037,0,,,,,,
exc,"hap
",55.73335052,0.197635995,282,M,sharegpt4video-8b,Ses01M_script03_1_M037,0,,,,,,
exc,neu,4.194082737,0.014872634,282,M,VideoLLaMA2-7B,Ses01M_script03_1_M037,0,,,,,,
xxx,fru,9.886351585,0.131818021,75,M,MiniCPM-V-2_6,Ses01M_script03_1_M038,0,,,,,,
xxx,"hap
",16.94923043,0.225989739,75,M,sharegpt4video-8b,Ses01M_script03_1_M038,0,,,,,,
xxx,hap,1.263940096,0.016852535,75,M,VideoLLaMA2-7B,Ses01M_script03_1_M038,0,,,,,,
hap,neu,15.52596664,0.118518829,131,M,MiniCPM-V-2_6,Ses01M_script03_1_M039,0,,,,,,
hap,"hap
",28.2747798,0.215838014,131,M,sharegpt4video-8b,Ses01M_script03_1_M039,0,,,,,,
hap,sad,2.102735996,0.01605142,131,M,VideoLLaMA2-7B,Ses01M_script03_1_M039,0,,,,,,
hap,hap,11.05848789,0.128587069,86,M,MiniCPM-V-2_6,Ses01M_script03_1_M040,1,,,,,,
hap,"hap
",19.4254334,0.225877133,86,M,sharegpt4video-8b,Ses01M_script03_1_M040,0,,,,,,
hap,neu,1.370801926,0.015939557,86,M,VideoLLaMA2-7B,Ses01M_script03_1_M040,0,,,,,,
hap,sur,8.541202068,0.11542165,74,M,MiniCPM-V-2_6,Ses01M_script03_1_M041,0,,,,,,
hap,"hap
",15.46510267,0.208987874,74,M,sharegpt4video-8b,Ses01M_script03_1_M041,0,,,,,,
hap,neu,1.27050519,0.017168989,74,M,VideoLLaMA2-7B,Ses01M_script03_1_M041,0,,,,,,
xxx,neu,25.16235161,0.125811758,200,M,MiniCPM-V-2_6,Ses01M_script03_1_M042,0,,,,,,
xxx,"hap
",41.6531837,0.208265918,200,M,sharegpt4video-8b,Ses01M_script03_1_M042,0,,,,,,
xxx,hap,2.81153965,0.014057698,200,M,VideoLLaMA2-7B,Ses01M_script03_1_M042,0,,,,,,
fru,neu,15.10365129,0.121803639,124,M,MiniCPM-V-2_6,Ses01M_impro05_M000,0,,,,,,
fru,"hap
",25.93003201,0.209113161,124,M,sharegpt4video-8b,Ses01M_impro05_M000,0,,,,,,
fru,neu,1.815142632,0.014638247,124,M,VideoLLaMA2-7B,Ses01M_impro05_M000,0,,,,,,
fru,neu,16.35702229,0.126798622,129,M,MiniCPM-V-2_6,Ses01M_impro05_M001,0,,,,,,
fru,"hap
",25.89956856,0.200771849,129,M,sharegpt4video-8b,Ses01M_impro05_M001,0,,,,,,
fru,neu,2.108269453,0.016343174,129,M,VideoLLaMA2-7B,Ses01M_impro05_M001,0,,,,,,
fru,neu,12.03777981,0.126713472,95,M,MiniCPM-V-2_6,Ses01M_impro05_M002,0,,,,,,
fru,"hap
",20.7979939,0.218926252,95,M,sharegpt4video-8b,Ses01M_impro05_M002,0,,,,,,
fru,sad,1.858511448,0.019563278,95,M,VideoLLaMA2-7B,Ses01M_impro05_M002,0,,,,,,
xxx,neu,20.24959683,0.127355955,159,M,MiniCPM-V-2_6,Ses01M_impro05_M003,0,,,,,,
xxx,"hap
",31.34033871,0.197109048,159,M,sharegpt4video-8b,Ses01M_impro05_M003,0,,,,,,
xxx,neu,2.576670408,0.016205474,159,M,VideoLLaMA2-7B,Ses01M_impro05_M003,0,,,,,,
ang,neu,19.01018548,0.128447199,148,M,MiniCPM-V-2_6,Ses01M_impro05_M004,0,,,,,,
ang,"hap
",31.03562951,0.209700199,148,M,sharegpt4video-8b,Ses01M_impro05_M004,0,,,,,,
ang,neu,2.176327229,0.014704914,148,M,VideoLLaMA2-7B,Ses01M_impro05_M004,0,,,,,,
ang,ang,10.72626996,0.116589891,92,M,MiniCPM-V-2_6,Ses01M_impro05_M005,1,,,,,,
ang,"hap
",20.19818926,0.219545535,92,M,sharegpt4video-8b,Ses01M_impro05_M005,0,,,,,,
ang,sad,1.658091307,0.018022732,92,M,VideoLLaMA2-7B,Ses01M_impro05_M005,0,,,,,,
ang,neu,10.92738533,0.128557474,85,M,MiniCPM-V-2_6,Ses01M_impro05_M006,0,,,,,,
ang,"hap
",18.70973039,0.220114475,85,M,sharegpt4video-8b,Ses01M_impro05_M006,0,,,,,,
ang,neu,1.567542553,0.018441677,85,M,VideoLLaMA2-7B,Ses01M_impro05_M006,0,,,,,,
ang,neu,13.99858308,0.123881266,113,M,MiniCPM-V-2_6,Ses01M_impro05_M007,0,,,,,,
ang,"hap
",22.14796233,0.195999667,113,M,sharegpt4video-8b,Ses01M_impro05_M007,0,,,,,,
ang,neu,1.754904747,0.015530131,113,M,VideoLLaMA2-7B,Ses01M_impro05_M007,0,,,,,,
ang,ang,12.33661366,0.127181584,97,M,MiniCPM-V-2_6,Ses01M_impro05_M008,1,,,,,,
ang,"hap
",21.23925686,0.218961411,97,M,sharegpt4video-8b,Ses01M_impro05_M008,0,,,,,,
ang,sad,1.828994036,0.018855609,97,M,VideoLLaMA2-7B,Ses01M_impro05_M008,0,,,,,,
fru,neu,11.28604841,0.13277704,85,M,MiniCPM-V-2_6,Ses01M_impro05_M009,0,,,,,,
fru,"hap
",17.33535004,0.203945295,85,M,sharegpt4video-8b,Ses01M_impro05_M009,0,,,,,,
fru,sad,1.508069277,0.017741991,85,M,VideoLLaMA2-7B,Ses01M_impro05_M009,0,,,,,,
fru,neu,16.46521831,0.129647388,127,M,MiniCPM-V-2_6,Ses01M_impro05_M010,0,,,,,,
fru,"hap
",28.42687559,0.223833666,127,M,sharegpt4video-8b,Ses01M_impro05_M010,0,,,,,,
fru,neu,1.769330263,0.013931734,127,M,VideoLLaMA2-7B,Ses01M_impro05_M010,0,,,,,,
xxx,neu,18.12603426,0.130403124,139,M,MiniCPM-V-2_6,Ses01M_impro05_M011,0,,,,,,
xxx,"hap
",27.86776686,0.200487531,139,M,sharegpt4video-8b,Ses01M_impro05_M011,0,,,,,,
xxx,neu,2.140556812,0.015399689,139,M,VideoLLaMA2-7B,Ses01M_impro05_M011,0,,,,,,
xxx,neu,9.066567421,0.125924548,72,M,MiniCPM-V-2_6,Ses01M_impro05_M012,0,,,,,,
xxx,"hap
",16.79629326,0.233281851,72,M,sharegpt4video-8b,Ses01M_impro05_M012,0,,,,,,
xxx,neu,1.249729156,0.017357349,72,M,VideoLLaMA2-7B,Ses01M_impro05_M012,0,,,,,,
xxx,neu,42.42958951,0.125161031,339,M,MiniCPM-V-2_6,Ses01M_impro05_M013,0,,,,,,
xxx,"hap
",69.63469815,0.205412089,339,M,sharegpt4video-8b,Ses01M_impro05_M013,0,,,,,,
xxx,sad,5.046565294,0.014886623,339,M,VideoLLaMA2-7B,Ses01M_impro05_M013,0,,,,,,
xxx,neu,23.72928476,0.105934307,224,M,MiniCPM-V-2_6,Ses01M_impro05_M014,0,,,,,,
xxx,"hap
",44.86447096,0.200287817,224,M,sharegpt4video-8b,Ses01M_impro05_M014,0,,,,,,
xxx,neu,3.718357086,0.016599808,224,M,VideoLLaMA2-7B,Ses01M_impro05_M014,0,,,,,,
neu,neu,8.195539236,0.130087924,63,M,MiniCPM-V-2_6,Ses01M_impro05_M015,1,,,,,,
neu,"hap
",13.00381279,0.206409727,63,M,sharegpt4video-8b,Ses01M_impro05_M015,0,,,,,,
neu,neu,0.825195551,0.013098342,63,M,VideoLLaMA2-7B,Ses01M_impro05_M015,1,,,,,,
xxx,neu,13.68293786,0.117956361,116,M,MiniCPM-V-2_6,Ses01M_impro05_M016,0,,,,,,
xxx,"hap
",24.10235023,0.207778881,116,M,sharegpt4video-8b,Ses01M_impro05_M016,0,,,,,,
xxx,neu,1.846351385,0.015916822,116,M,VideoLLaMA2-7B,Ses01M_impro05_M016,0,,,,,,
xxx,neu,7.249707937,0.12945907,56,M,MiniCPM-V-2_6,Ses01M_impro05_M017,0,,,,,,
xxx,"hap
",11.98177862,0.213960333,56,M,sharegpt4video-8b,Ses01M_impro05_M017,0,,,,,,
xxx,neu,0.881629705,0.015743388,56,M,VideoLLaMA2-7B,Ses01M_impro05_M017,0,,,,,,
fru,neu,16.28808689,0.129270531,126,M,MiniCPM-V-2_6,Ses01M_impro05_M018,0,,,,,,
fru,"hap
",23.56800604,0.187047667,126,M,sharegpt4video-8b,Ses01M_impro05_M018,0,,,,,,
fru,sad,1.813461304,0.01439255,126,M,VideoLLaMA2-7B,Ses01M_impro05_M018,0,,,,,,
xxx,neu,15.30442572,0.129698523,118,M,MiniCPM-V-2_6,Ses01M_impro05_M019,0,,,,,,
xxx,"hap
",24.14469624,0.20461607,118,M,sharegpt4video-8b,Ses01M_impro05_M019,0,,,,,,
xxx,neu,1.818993568,0.0154152,118,M,VideoLLaMA2-7B,Ses01M_impro05_M019,0,,,,,,
ang,neu,9.623289585,0.126622231,76,M,MiniCPM-V-2_6,Ses01M_impro05_M020,0,,,,,,
ang,"hap
",15.92176652,0.209496928,76,M,sharegpt4video-8b,Ses01M_impro05_M020,0,,,,,,
ang,neu,1.214002371,0.015973715,76,M,VideoLLaMA2-7B,Ses01M_impro05_M020,0,,,,,,
ang,neu,22.13309669,0.125045744,177,M,MiniCPM-V-2_6,Ses01M_impro05_M021,0,,,,,,
ang,"hap
",36.92217183,0.208599841,177,M,sharegpt4video-8b,Ses01M_impro05_M021,0,,,,,,
ang,neu,2.667079926,0.015068248,177,M,VideoLLaMA2-7B,Ses01M_impro05_M021,0,,,,,,
ang,neu,21.09189081,0.119840289,176,M,MiniCPM-V-2_6,Ses01M_impro05_M022,0,,,,,,
ang,"hap
",34.91634297,0.198388312,176,M,sharegpt4video-8b,Ses01M_impro05_M022,0,,,,,,
ang,neu,2.731198072,0.015518171,176,M,VideoLLaMA2-7B,Ses01M_impro05_M022,0,,,,,,
ang,neu,27.04723334,0.137295601,197,M,MiniCPM-V-2_6,Ses01M_impro05_M023,0,,,,,,
ang,"hap
",40.28637314,0.204499356,197,M,sharegpt4video-8b,Ses01M_impro05_M023,0,,,,,,
ang,neu,3.074288607,0.015605526,197,M,VideoLLaMA2-7B,Ses01M_impro05_M023,0,,,,,,
ang,fru,13.57144833,0.128032531,106,M,MiniCPM-V-2_6,Ses01M_impro05_M024,0,,,,,,
ang,"hap
",22.44357944,0.211731881,106,M,sharegpt4video-8b,Ses01M_impro05_M024,0,,,,,,
ang,neu,1.828396559,0.017249024,106,M,VideoLLaMA2-7B,Ses01M_impro05_M024,0,,,,,,
ang,neu,25.12827659,0.119091358,211,M,MiniCPM-V-2_6,Ses01M_impro05_M025,0,,,,,,
ang,"hap
",44.83163595,0.212472208,211,M,sharegpt4video-8b,Ses01M_impro05_M025,0,,,,,,
ang,neu,3.294630289,0.015614362,211,M,VideoLLaMA2-7B,Ses01M_impro05_M025,0,,,,,,
ang,neu,24.48510432,0.121213388,202,M,MiniCPM-V-2_6,Ses01M_impro05_M026,0,,,,,,
ang,"hap
",42.02481961,0.208043661,202,M,sharegpt4video-8b,Ses01M_impro05_M026,0,,,,,,
ang,neu,3.049756289,0.015097803,202,M,VideoLLaMA2-7B,Ses01M_impro05_M026,0,,,,,,
ang,neu,23.42361474,0.125933413,186,M,MiniCPM-V-2_6,Ses01M_impro05_M027,0,,,,,,
ang,"hap
",35.70331836,0.191953325,186,M,sharegpt4video-8b,Ses01M_impro05_M027,0,,,,,,
ang,neu,2.547742128,0.013697538,186,M,VideoLLaMA2-7B,Ses01M_impro05_M027,0,,,,,,
ang,neu,20.54380393,0.128398775,160,M,MiniCPM-V-2_6,Ses01M_impro05_M028,0,,,,,,
ang,"hap
",32.25474787,0.201592174,160,M,sharegpt4video-8b,Ses01M_impro05_M028,0,,,,,,
ang,neu,2.517635822,0.015735224,160,M,VideoLLaMA2-7B,Ses01M_impro05_M028,0,,,,,,
xxx,neu,34.31704473,0.127572657,269,M,MiniCPM-V-2_6,Ses01M_impro05_M029,0,,,,,,
xxx,"hap
",54.83964562,0.203864854,269,M,sharegpt4video-8b,Ses01M_impro05_M029,0,,,,,,
xxx,neu,4.063767672,0.015106943,269,M,VideoLLaMA2-7B,Ses01M_impro05_M029,0,,,,,,
fru,neu,4.653667212,0.136872565,34,M,MiniCPM-V-2_6,Ses01M_impro05_M030,0,,,,,,
fru,"hap
",7.939185143,0.233505445,34,M,sharegpt4video-8b,Ses01M_impro05_M030,0,,,,,,
fru,sad,1.11216116,0.032710622,34,M,VideoLLaMA2-7B,Ses01M_impro05_M030,0,,,,,,
ang,fru,9.470647097,0.127981718,74,M,MiniCPM-V-2_6,Ses01M_impro05_M031,0,,,,,,
ang,"hap
",16.50790715,0.223079826,74,M,sharegpt4video-8b,Ses01M_impro05_M031,0,,,,,,
ang,sad,1.450557709,0.019602131,74,M,VideoLLaMA2-7B,Ses01M_impro05_M031,0,,,,,,
xxx,fru,7.583820105,0.126397002,60,M,MiniCPM-V-2_6,Ses01M_impro04_M000,0,,,,,,
xxx,"hap
",11.32877827,0.188812971,60,M,sharegpt4video-8b,Ses01M_impro04_M000,0,,,,,,
xxx,sad,0.818036318,0.013633939,60,M,VideoLLaMA2-7B,Ses01M_impro04_M000,0,,,,,,
fru,fru,14.97588778,0.118856252,126,M,MiniCPM-V-2_6,Ses01M_impro04_M001,1,,,,,,
fru,"hap
",26.05529499,0.206788055,126,M,sharegpt4video-8b,Ses01M_impro04_M001,0,,,,,,
fru,neu,1.767684937,0.014029246,126,M,VideoLLaMA2-7B,Ses01M_impro04_M001,0,,,,,,
fru,neu,8.394395828,0.129144551,65,M,MiniCPM-V-2_6,Ses01M_impro04_M002,0,,,,,,
fru,"hap
",15.13616872,0.232864134,65,M,sharegpt4video-8b,Ses01M_impro04_M002,0,,,,,,
fru,sad,1.230097532,0.018924577,65,M,VideoLLaMA2-7B,Ses01M_impro04_M002,0,,,,,,
fru,neu,31.67619848,0.117319254,270,M,MiniCPM-V-2_6,Ses01M_impro04_M003,0,,,,,,
fru,"hap
",56.82883382,0.210477162,270,M,sharegpt4video-8b,Ses01M_impro04_M003,0,,,,,,
fru,neu,3.649153948,0.013515385,270,M,VideoLLaMA2-7B,Ses01M_impro04_M003,0,,,,,,
fru,fru,47.29416132,0.124131657,381,M,MiniCPM-V-2_6,Ses01M_impro04_M004,1,,,,,,
fru,"hap
",75.67314696,0.198617184,381,M,sharegpt4video-8b,Ses01M_impro04_M004,0,,,,,,
fru,neu,5.411648512,0.014203802,381,M,VideoLLaMA2-7B,Ses01M_impro04_M004,0,,,,,,
fru,neu,51.97171044,0.125839493,413,M,MiniCPM-V-2_6,Ses01M_impro04_M005,0,,,,,,
fru,"hap
",83.76719236,0.202826132,413,M,sharegpt4video-8b,Ses01M_impro04_M005,0,,,,,,
fru,neu,6.047264338,0.014642287,413,M,VideoLLaMA2-7B,Ses01M_impro04_M005,0,,,,,,
xxx,neu,9.793747425,0.132347938,74,M,MiniCPM-V-2_6,Ses01M_impro04_M006,0,,,,,,
xxx,"hap
",16.69295168,0.225580428,74,M,sharegpt4video-8b,Ses01M_impro04_M006,0,,,,,,
xxx,neu,1.278739214,0.01728026,74,M,VideoLLaMA2-7B,Ses01M_impro04_M006,0,,,,,,
xxx,neu,7.830993414,0.128376941,61,M,MiniCPM-V-2_6,Ses01M_impro04_M007,0,,,,,,
xxx,"hap
",12.32247281,0.202007751,61,M,sharegpt4video-8b,Ses01M_impro04_M007,0,,,,,,
xxx,sad,0.828590631,0.013583453,61,M,VideoLLaMA2-7B,Ses01M_impro04_M007,0,,,,,,
fru,neu,14.58985639,0.116718851,125,M,MiniCPM-V-2_6,Ses01M_impro04_M008,0,,,,,,
fru,"hap
",25.59470344,0.204757627,125,M,sharegpt4video-8b,Ses01M_impro04_M008,0,,,,,,
fru,neu,1.795156956,0.014361256,125,M,VideoLLaMA2-7B,Ses01M_impro04_M008,0,,,,,,
fru,neu,21.57345366,0.129182357,167,M,MiniCPM-V-2_6,Ses01M_impro04_M009,0,,,,,,
fru,"hap
",30.11052871,0.180302567,167,M,sharegpt4video-8b,Ses01M_impro04_M009,0,,,,,,
fru,sad,2.50274992,0.014986526,167,M,VideoLLaMA2-7B,Ses01M_impro04_M009,0,,,,,,
fru,neu,14.9251132,0.105106431,142,M,MiniCPM-V-2_6,Ses01M_impro04_M010,0,,,,,,
fru,"hap
",31.26956916,0.220208234,142,M,sharegpt4video-8b,Ses01M_impro04_M010,0,,,,,,
fru,sad,2.390371799,0.016833604,142,M,VideoLLaMA2-7B,Ses01M_impro04_M010,0,,,,,,
fru,neu,27.78412867,0.122938622,226,M,MiniCPM-V-2_6,Ses01M_impro04_M011,0,,,,,,
fru,"hap
",43.07090497,0.190579226,226,M,sharegpt4video-8b,Ses01M_impro04_M011,0,,,,,,
fru,neu,3.724098206,0.016478311,226,M,VideoLLaMA2-7B,Ses01M_impro04_M011,0,,,,,,
fru,ang,6.973273993,0.129134704,54,M,MiniCPM-V-2_6,Ses01M_impro04_M012,0,,,,,,
